epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,3198.26,0.60995,2.60135,1.5702,0.99342,0.98199,0.99017,0.96397,0.31632,1.29384,1.3561,0.00352037,0.00352037,0.00352037
98,3231.05,0.61226,2.59398,1.57648,0.99396,0.98227,0.99027,0.96398,0.31543,1.29543,1.35613,0.00342823,0.00342823,0.00342823
99,3264.24,0.60986,2.59832,1.57632,0.99412,0.98245,0.99025,0.96399,0.3148,1.28971,1.35623,0.00333672,0.00333672,0.00333672
100,3296.96,0.60991,2.59022,1.57678,0.99397,0.98251,0.99035,0.96458,0.3147,1.29175,1.35616,0.00324587,0.00324587,0.00324587
101,3329.53,0.60739,2.57707,1.5791,0.99425,0.98257,0.99033,0.96417,0.31435,1.29003,1.35623,0.00315572,0.00315572,0.00315572
102,3362.62,0.59805,2.53298,1.57086,0.99476,0.98296,0.99034,0.96394,0.3147,1.28316,1.35652,0.00306629,0.00306629,0.00306629
103,3395.43,0.60007,2.55174,1.56788,0.99473,0.98344,0.99039,0.96362,0.31507,1.28579,1.35649,0.00297763,0.00297763,0.00297763
104,3428.22,0.60222,2.55178,1.57357,0.99496,0.98341,0.99038,0.96419,0.31589,1.28684,1.35689,0.00288977,0.00288977,0.00288977
105,3461.36,0.60037,2.539,1.56886,0.99481,0.98371,0.9903,0.96438,0.31594,1.28449,1.3568,0.00280275,0.00280275,0.00280275
106,3494.38,0.60082,2.54544,1.57061,0.99507,0.98363,0.99026,0.9643,0.31503,1.2823,1.35631,0.00271659,0.00271659,0.00271659
107,3527.2,0.59627,2.50776,1.56747,0.99516,0.98309,0.99027,0.96436,0.31499,1.28073,1.35618,0.00263132,0.00263132,0.00263132
108,3560.49,0.59304,2.50433,1.56308,0.99501,0.9827,0.99028,0.96455,0.31485,1.27791,1.35598,0.002547,0.002547,0.002547
